Funfam	UniProt	Segments	Length
3.20.20.70-FF-000048.faa	A0A2K5EP20	11-339	329
3.20.20.70-FF-000048.faa	P06214	1-330	330
3.20.20.70-FF-000048.faa	G3HHZ9	1-330	330
3.20.20.70-FF-000048.faa	A0A3Q0CYM2	1-330	330
3.20.20.70-FF-000048.faa	P10518	1-330	330
3.20.20.70-FF-000048.faa	A0A2Y9NTZ9	2-329	328
3.20.20.70-FF-000048.faa	A0A2Y9EWV9	2-329	328
3.20.20.70-FF-000048.faa	A0A287BGW4	2-318	317
3.20.20.70-FF-000048.faa	W5P8G0	12-340	329
3.20.20.70-FF-000048.faa	A0A2U4C9G5	2-329	328
3.20.20.70-FF-000048.faa	A0A340WJP2	2-329	328
3.20.20.70-FF-000048.faa	A0A452FCW4	4-332	329
3.20.20.70-FF-000048.faa	A0A452FCX9	1-325	325
3.20.20.70-FF-000048.faa	A0A2U4C9E8	61-388	328
3.20.20.70-FF-000048.faa	Q58DK5	1-329	329
3.20.20.70-FF-000048.faa	A0A2U4C9E9	33-360	328
3.20.20.70-FF-000048.faa	A0A384DGR4	2-327	326
3.20.20.70-FF-000048.faa	G3WZ42	5-335	331
3.20.20.70-FF-000048.faa	F6SVR1	2-330	329
3.20.20.70-FF-000048.faa	F7ALS9	2-330	329
3.20.20.70-FF-000048.faa	W5LX75	30-359	330
3.20.20.70-FF-000048.faa	W5KPQ2	4-331	328
3.20.20.70-FF-000048.faa	W5UF06	23-351	329
3.20.20.70-FF-000048.faa	A0A3B4D8D6	4-331	328
3.20.20.70-FF-000048.faa	B5X889	3-330	328
3.20.20.70-FF-000048.faa	A0A0R4IPV1	4-331	328
3.20.20.70-FF-000048.faa	Q568L9	4-331	328
3.20.20.70-FF-000048.faa	A0A3Q1HEH8	4-331	328
3.20.20.70-FF-000048.faa	A0A2U9CEB1	4-331	328
3.20.20.70-FF-000048.faa	A0A3Q2CRZ6	4-331	328
3.20.20.70-FF-000048.faa	H2MF62	35-363	329
3.20.20.70-FF-000048.faa	A0A3B3CD77	35-363	329
3.20.20.70-FF-000048.faa	A0A3P9JP87	35-363	329
3.20.20.70-FF-000048.faa	I3K4Z7	4-331	328
3.20.20.70-FF-000048.faa	A0A3P8RI56	4-331	328
3.20.20.70-FF-000048.faa	A0A3B4GNT1	4-331	328
3.20.20.70-FF-000048.faa	A0A3P9CCT8	4-331	328
3.20.20.70-FF-000048.faa	A0A3P9LU02	35-363	329
3.20.20.70-FF-000048.faa	A0A3B5BFT3	4-331	328
3.20.20.70-FF-000048.faa	A0A1L8F0U3	15-344	330
3.20.20.70-FF-000048.faa	A0A1B8Y090	2-328	327
3.20.20.70-FF-000048.faa	A0A1L8F0S5	24-353	330
3.20.20.70-FF-000048.faa	A0A1L8F5N7	2-330	329
3.20.20.70-FF-000048.faa	Q0VGV4	2-330	329
3.20.20.70-FF-000048.faa	F7BED4	1-276	276
3.20.20.70-FF-000048.faa	A0A0D0YX55	13-348	336
3.20.20.70-FF-000048.faa	A0A0D0UQK2	13-348	336
3.20.20.70-FF-000048.faa	Q5KP99	15-350	336
3.20.20.70-FF-000048.faa	F5HAT5	15-350	336
3.20.20.70-FF-000048.faa	E6R0P8	13-348	336
3.20.20.70-FF-000048.faa	A0A0D0WV95	13-348	336
3.20.20.70-FF-000048.faa	J9VIS9	15-350	336
3.20.20.70-FF-000048.faa	A0A1E3J9K1	11-347	337
3.20.20.70-FF-000048.faa	A0A1E3IHV3	11-347	337
3.20.20.70-FF-000048.faa	A0A226BRG2	15-350	336
3.20.20.70-FF-000048.faa	A0A095CYD4	13-348	336
3.20.20.70-FF-000048.faa	A0A0D0TXB8	13-348	336
3.20.20.70-FF-000048.faa	V5ES38	6-338	333
3.20.20.70-FF-000048.faa	A0A0D1E0Y2	1-332	332
3.20.20.70-FF-000048.faa	I2FZL5	1-332	332
3.20.20.70-FF-000048.faa	A0A081CFG5	1-332	332
3.20.20.70-FF-000048.faa	W3VG04	1-332	332
3.20.20.70-FF-000048.faa	A0A2N8UC95	1-332	332
3.20.20.70-FF-000048.faa	E6ZZC0	1-332	332
3.20.20.70-FF-000048.faa	A0A1K0G5W5	1-332	332
3.20.20.70-FF-000048.faa	A0A0F7RS14	1-332	332
3.20.20.70-FF-000048.faa	A0A1L9P8E8	37-373	337
3.20.20.70-FF-000048.faa	A0A2G7GCH6	37-375	339
3.20.20.70-FF-000048.faa	A0A1V6Q5P8	38-374	337
3.20.20.70-FF-000048.faa	A0A2B7ZAB8	40-378	339
3.20.20.70-FF-000048.faa	A0A1V6Y9J8	41-377	337
3.20.20.70-FF-000048.faa	A0A1J9PS39	40-378	339
3.20.20.70-FF-000048.faa	A1D3K2	37-373	337
3.20.20.70-FF-000048.faa	A0A2I2GN52	36-373	338
3.20.20.70-FF-000048.faa	A0A317V3S3	37-374	338
3.20.20.70-FF-000048.faa	A0A318ZMK5	37-373	337
3.20.20.70-FF-000048.faa	A0A0F8WN70	37-373	337
3.20.20.70-FF-000048.faa	A0A2T5M1F5	37-373	337
3.20.20.70-FF-000048.faa	A0A017S6E5	37-375	339
3.20.20.70-FF-000048.faa	A0A2I2F1P7	37-374	338
3.20.20.70-FF-000048.faa	A0A395I1J5	37-373	337
3.20.20.70-FF-000048.faa	A1CQN9	37-382	346
3.20.20.70-FF-000048.faa	A0A101MBU6	41-377	337
3.20.20.70-FF-000048.faa	A0A1V6NEZ4	41-377	337
3.20.20.70-FF-000048.faa	C4JTA1	35-373	339
3.20.20.70-FF-000048.faa	A0A1L9RUD2	38-374	337
3.20.20.70-FF-000048.faa	C0NQL9	40-378	339
3.20.20.70-FF-000048.faa	A0A2V5IGH6	37-373	337
3.20.20.70-FF-000048.faa	A0A319C7G7	37-373	337
3.20.20.70-FF-000048.faa	A0A0U5GHS8	37-373	337
3.20.20.70-FF-000048.faa	A0A395GYT4	37-374	338
3.20.20.70-FF-000048.faa	A0A1L9TUY7	40-376	337
3.20.20.70-FF-000048.faa	A0A1L9VH92	125-462	338
3.20.20.70-FF-000048.faa	A0A319E9T4	37-374	338
3.20.20.70-FF-000048.faa	A0A3D8SDZ7	37-373	337
3.20.20.70-FF-000048.faa	A0A2V5JDK7	37-373	337
3.20.20.70-FF-000048.faa	A0A1F5L4P4	38-374	337
3.20.20.70-FF-000048.faa	A0A1V6NRB2	37-374	338
3.20.20.70-FF-000048.faa	A0A162BD08	41-377	337
3.20.20.70-FF-000048.faa	B6H727	41-377	337
3.20.20.70-FF-000048.faa	A0A1V6SK83	41-377	337
3.20.20.70-FF-000048.faa	A0A146FUB2	37-374	338
3.20.20.70-FF-000048.faa	A0A319AA99	37-374	338
3.20.20.70-FF-000048.faa	A0A3F3PIU3	37-374	338
3.20.20.70-FF-000048.faa	A0A318Y5L6	37-374	338
3.20.20.70-FF-000048.faa	A0A1L9UQV3	37-374	338
3.20.20.70-FF-000048.faa	A0A1L9NMI7	37-374	338
3.20.20.70-FF-000048.faa	A2QPS5	37-374	338
3.20.20.70-FF-000048.faa	A0A370CBP3	37-374	338
3.20.20.70-FF-000048.faa	A0A319AZR3	37-374	338
3.20.20.70-FF-000048.faa	A0A124BX50	37-374	338
3.20.20.70-FF-000048.faa	G7XKY2	37-374	338
3.20.20.70-FF-000048.faa	A0A370Q1N0	37-374	338
3.20.20.70-FF-000048.faa	A0A1M3TMN6	37-374	338
3.20.20.70-FF-000048.faa	A0A401KSV2	37-374	338
3.20.20.70-FF-000048.faa	A0A1E3BL52	37-375	339
3.20.20.70-FF-000048.faa	A0A0L1IK87	71-407	337
3.20.20.70-FF-000048.faa	A0A317UXU3	37-374	338
3.20.20.70-FF-000048.faa	A0A319CV68	37-374	338
3.20.20.70-FF-000048.faa	A0A2J5HU09	37-374	338
3.20.20.70-FF-000048.faa	A0A364LXJ2	37-375	339
3.20.20.70-FF-000048.faa	I8A3P2	37-375	339
3.20.20.70-FF-000048.faa	Q2UPG4	37-375	339
3.20.20.70-FF-000048.faa	A0A2P2HRM3	37-375	339
3.20.20.70-FF-000048.faa	A0A1V6SPJ7	38-374	337
3.20.20.70-FF-000048.faa	A0A0J5PWW3	37-373	337
3.20.20.70-FF-000048.faa	A0A229X5G4	37-373	337
3.20.20.70-FF-000048.faa	B0XPZ5	37-373	337
3.20.20.70-FF-000048.faa	Q4WTM8	37-373	337
3.20.20.70-FF-000048.faa	A0A1F7ZI72	37-373	337
3.20.20.70-FF-000048.faa	A0A2I1CTK5	37-374	338
3.20.20.70-FF-000048.faa	A0A317UTS6	37-374	338
3.20.20.70-FF-000048.faa	A0A1V6UIC9	41-377	337
3.20.20.70-FF-000048.faa	A0A1U8QPT4	37-373	337
3.20.20.70-FF-000048.faa	Q5BDH7	37-373	337
3.20.20.70-FF-000048.faa	A0A1R3S3C1	37-374	338
3.20.20.70-FF-000048.faa	A0A1L9WES8	37-373	337
3.20.20.70-FF-000048.faa	A0A1V6RZ31	41-377	337
3.20.20.70-FF-000048.faa	W9CMZ4	54-392	339
3.20.20.70-FF-000048.faa	S3E875	47-386	340
3.20.20.70-FF-000048.faa	A0A370TQT4	47-385	339
3.20.20.70-FF-000048.faa	A0A2J6S0F3	52-390	339
3.20.20.70-FF-000048.faa	A0A1E1KNT2	51-389	339
3.20.20.70-FF-000048.faa	A0A1E1JWX2	51-389	339
3.20.20.70-FF-000048.faa	A0A1E1M8J4	51-389	339
3.20.20.70-FF-000048.faa	A0A194X647	52-390	339
3.20.20.70-FF-000048.faa	A7ES72	54-392	339
3.20.20.70-FF-000048.faa	A0A1D9QCS9	54-392	339
3.20.20.70-FF-000048.faa	A0A2V1C4K9	51-388	338
3.20.20.70-FF-000048.faa	A0A0C3HU82	42-380	339
3.20.20.70-FF-000048.faa	G2YAA7	54-394	341
3.20.20.70-FF-000048.faa	K1XV36	52-390	339
3.20.20.70-FF-000048.faa	A0A3D8QGW5	46-385	340
3.20.20.70-FF-000048.faa	A0A384JDY6	54-392	339
3.20.20.70-FF-000048.faa	M7UDA0	54-392	339
3.20.20.70-FF-000048.faa	A0A1L7X5Y3	52-390	339
3.20.20.70-FF-000048.faa	A0A2S7PZ63	47-385	339
3.20.20.70-FF-000048.faa	A0A218YR24	52-390	339
3.20.20.70-FF-000048.faa	A0A2W1ERG6	38-376	339
3.20.20.70-FF-000048.faa	B2W371	38-376	339
3.20.20.70-FF-000048.faa	N4WWR0	38-376	339
3.20.20.70-FF-000048.faa	M2UD69	38-376	339
3.20.20.70-FF-000048.faa	Q0UTC7	38-376	339
3.20.20.70-FF-000048.faa	A0A178DZQ8	35-373	339
3.20.20.70-FF-000048.faa	A0A177CJF2	51-390	340
3.20.20.70-FF-000048.faa	M2T0W6	38-376	339
3.20.20.70-FF-000048.faa	W6Z554	38-376	339
3.20.20.70-FF-000048.faa	A0A1Y1ZKX9	35-373	339
3.20.20.70-FF-000048.faa	A0A178AE93	38-376	339
3.20.20.70-FF-000048.faa	E5R4D2	38-376	339
3.20.20.70-FF-000048.faa	W6YJS8	38-376	339
3.20.20.70-FF-000048.faa	W7ET62	38-376	339
3.20.20.70-FF-000048.faa	A0A2T2NEE2	32-370	339
3.20.20.70-FF-000048.faa	R0KTJ6	38-376	339
3.20.20.70-FF-000048.faa	A0A1Y2M5V9	33-371	339
3.20.20.70-FF-000048.faa	E3S676	38-376	339
3.20.20.70-FF-000048.faa	A0A2V1DBR7	32-370	339
3.20.20.70-FF-000048.faa	B2B4I1	47-385	339
3.20.20.70-FF-000048.faa	G0SDI8	44-382	339
3.20.20.70-FF-000048.faa	A0A175W8J1	44-382	339
3.20.20.70-FF-000048.faa	G2QQJ2	44-382	339
3.20.20.70-FF-000048.faa	A0A2T2ZU59	54-392	339
3.20.20.70-FF-000048.faa	G2Q790	44-382	339
3.20.20.70-FF-000048.faa	A0A194WDF6	53-391	339
3.20.20.70-FF-000048.faa	A0A0B0ECL2	46-385	340
3.20.20.70-FF-000048.faa	Q7S819	46-385	340
3.20.20.70-FF-000048.faa	F8MB94	46-385	340
3.20.20.70-FF-000048.faa	G4UDT1	46-385	340
3.20.20.70-FF-000048.faa	A0A2P5HWH0	51-389	339
3.20.20.70-FF-000048.faa	Q2HGI7	44-382	339
3.20.20.70-FF-000048.faa	A0A1J7JGQ3	48-387	340
3.20.20.70-FF-000048.faa	A0A194VCP3	53-391	339
3.20.20.70-FF-000048.faa	F7VX82	68-406	339
3.20.20.70-FF-000048.faa	Q6C0Y3	2-341	340
3.20.20.70-FF-000048.faa	A0A1D8NPB6	2-341	340
3.20.20.70-FF-000048.faa	B9WB13	2-341	340
3.20.20.70-FF-000048.faa	C4YJS7	2-341	340
3.20.20.70-FF-000048.faa	A0A1D8PGU4	2-341	340
3.20.20.70-FF-000048.faa	A0A0L8RJ32	1-342	342
3.20.20.70-FF-000048.faa	J8LNT2	1-342	342
3.20.20.70-FF-000048.faa	A0A0L8VRB6	1-342	342
3.20.20.70-FF-000048.faa	C7GS20	1-342	342
3.20.20.70-FF-000048.faa	H0GGA9	1-342	342
3.20.20.70-FF-000048.faa	B3LIQ1	1-342	342
3.20.20.70-FF-000048.faa	N1P5J0	1-342	342
3.20.20.70-FF-000048.faa	A6ZUV5	1-342	342
3.20.20.70-FF-000048.faa	C8Z8K3	1-342	342
3.20.20.70-FF-000048.faa	G2WE55	1-342	342
3.20.20.70-FF-000048.faa	P05373	1-342	342
3.20.20.70-FF-000048.faa	J6EKN8	1-342	342
3.20.20.70-FF-000048.faa	H0GUV0	1-342	342
3.20.20.70-FF-000048.faa	O42768	1-340	340
3.20.20.70-FF-000048.faa	A0A0W0CIH3	1-340	340
3.20.20.70-FF-000048.faa	Q750E0	2-340	339
3.20.20.70-FF-000048.faa	R9XJD9	2-340	339
3.20.20.70-FF-000048.faa	A0A182YKM8	2-340	339
3.20.20.70-FF-000048.faa	Q7QGX8	1-328	328
3.20.20.70-FF-000048.faa	A0A182RYW3	174-501	328
3.20.20.70-FF-000048.faa	A0A182LZ53	1-328	328
3.20.20.70-FF-000048.faa	D6WR64	1-336	336
3.20.20.70-FF-000048.faa	F6VCE9	117-444	328
3.20.20.70-FF-000007.faa	A0A3L8SC31	17-538	522
3.20.20.70-FF-000007.faa	A0A1D5PSI2	17-538	522
3.20.20.70-FF-000007.faa	A0A3Q7RG27	17-538	522
3.20.20.70-FF-000007.faa	A0A3Q7SQ26	17-544	528
3.20.20.70-FF-000007.faa	A0A2K5D0W8	17-538	522
3.20.20.70-FF-000007.faa	A0A2Y9FSV4	17-538	522
3.20.20.70-FF-000007.faa	F1SKI5	17-538	522
3.20.20.70-FF-000007.faa	A0A384D5F2	17-538	522
3.20.20.70-FF-000007.faa	A0A3Q7WQW7	17-538	522
3.20.20.70-FF-000007.faa	A0A151NFL7	17-532	516
3.20.20.70-FF-000007.faa	A0A287CY00	17-538	522
3.20.20.70-FF-000007.faa	A0A226PG88	17-538	522
3.20.20.70-FF-000007.faa	A0A250Y2Q1	17-538	522
3.20.20.70-FF-000007.faa	A0A383Z182	17-538	522
3.20.20.70-FF-000007.faa	M7AUD4	768-1277	510
3.20.20.70-FF-000007.faa	A0A0L0V742	12-538	527
3.20.20.70-FF-000007.faa	E3KEF5	22-548	527
3.20.20.70-FF-000007.faa	A0A2S4WLI5	12-538	527
3.20.20.70-FF-000007.faa	A0A2N5UNX1	22-548	527
3.20.20.70-FF-000007.faa	A0A180GBI4	27-553	527
3.20.20.70-FF-000007.faa	A0A2N5RVM9	90-607	518
3.20.20.70-FF-000007.faa	A0A3B3SV61	17-538	522
3.20.20.70-FF-000007.faa	A0A3B4CT00	17-538	522
3.20.20.70-FF-000007.faa	A0A2U9BYN9	17-538	522
3.20.20.70-FF-000007.faa	A0A3Q2ZIG8	17-538	522
3.20.20.70-FF-000007.faa	H2LCK5	17-538	522
3.20.20.70-FF-000007.faa	A0A3P8QDP9	17-538	522
3.20.20.70-FF-000007.faa	A0A3B3IIF8	17-535	519
3.20.20.70-FF-000007.faa	A0A1S3LI77	33-554	522
3.20.20.70-FF-000007.faa	A0A060XWX8	17-538	522
3.20.20.70-FF-000007.faa	A0A3P8ZXP3	17-538	522
3.20.20.70-FF-000007.faa	A0A3P9D150	17-538	522
3.20.20.70-FF-000007.faa	A0A3Q3BNG9	17-538	522
3.20.20.70-FF-000007.faa	A0A3P8QD52	17-538	522
3.20.20.70-FF-000007.faa	A0A3B5A6D2	17-538	522
3.20.20.70-FF-000007.faa	A0A3Q3SG15	17-538	522
3.20.20.70-FF-000007.faa	A0A3P8T823	17-538	522
3.20.20.70-FF-000007.faa	A0A3P9LAU3	17-538	522
3.20.20.70-FF-000007.faa	A0A3P9HVG5	17-538	522
3.20.20.70-FF-000007.faa	A0A2D0R0R3	17-538	522
3.20.20.70-FF-000007.faa	A0A3B4YJS4	17-538	522
3.20.20.70-FF-000007.faa	A0A3Q4I845	17-538	522
3.20.20.70-FF-000007.faa	A0A0D1CRJ0	33-551	519
3.20.20.70-FF-000007.faa	A0A0F7RYI7	33-551	519
3.20.20.70-FF-000007.faa	A0A1K0HC79	30-548	519
3.20.20.70-FF-000007.faa	I2G0T1	33-551	519
3.20.20.70-FF-000007.faa	M9MAT5	35-553	519
3.20.20.70-FF-000007.faa	E7A0D7	33-551	519
3.20.20.70-FF-000007.faa	A0A317XVN9	34-552	519
3.20.20.70-FF-000007.faa	A0A2N8UDG7	33-544	512
3.20.20.70-FF-000007.faa	A0A081CCY3	35-553	519
3.20.20.70-FF-000007.faa	V5ERR4	33-551	519
3.20.20.70-FF-000007.faa	A0A077R8F2	33-551	519
3.20.20.70-FF-000007.faa	A0A2J5I8E4	36-545	510
3.20.20.70-FF-000007.faa	A0A1E3BEQ0	36-545	510
3.20.20.70-FF-000007.faa	B6QNY2	35-544	510
3.20.20.70-FF-000007.faa	A0A093VNF1	35-544	510
3.20.20.70-FF-000007.faa	A0A2V5IRN3	36-545	510
3.20.20.70-FF-000007.faa	A0A146F2G7	35-544	510
3.20.20.70-FF-000007.faa	G7XE42	35-544	510
3.20.20.70-FF-000007.faa	A0A0F8W4F5	35-544	510
3.20.20.70-FF-000007.faa	A0A0F8XSV6	35-544	510
3.20.20.70-FF-000007.faa	A0A318ZR91	36-545	510
3.20.20.70-FF-000007.faa	A0A124BWE8	35-544	510
3.20.20.70-FF-000007.faa	A0A1L9MYZ0	35-544	510
3.20.20.70-FF-000007.faa	A0A2P2H1H1	36-545	510
3.20.20.70-FF-000007.faa	I8A2H8	36-545	510
3.20.20.70-FF-000007.faa	A0A364M9C8	36-545	510
3.20.20.70-FF-000007.faa	Q2U6I3	36-545	510
3.20.20.70-FF-000007.faa	B8NLJ4	36-545	510
3.20.20.70-FF-000007.faa	A0A2I1CKZ0	36-545	510
3.20.20.70-FF-000007.faa	B0XUN4	36-545	510
3.20.20.70-FF-000007.faa	A0A0K8LT05	36-545	510
3.20.20.70-FF-000007.faa	A0A0L1J8J0	36-545	510
3.20.20.70-FF-000007.faa	A0A1V6V9H5	36-545	510
3.20.20.70-FF-000007.faa	Q4WHZ9	36-545	510
3.20.20.70-FF-000007.faa	A0A1L9X3L8	36-545	510
3.20.20.70-FF-000007.faa	A0A1F7ZUI3	36-545	510
3.20.20.70-FF-000007.faa	K9G3Y9	36-545	510
3.20.20.70-FF-000007.faa	A0A3D8T637	36-545	510
3.20.20.70-FF-000007.faa	A0A1S9D8V4	36-554	519
3.20.20.70-FF-000007.faa	A0A317W3U7	35-544	510
3.20.20.70-FF-000007.faa	A0A229XW62	36-545	510
3.20.20.70-FF-000007.faa	A0A0J5PQ18	36-545	510
3.20.20.70-FF-000007.faa	A0A2V5GS01	36-545	510
3.20.20.70-FF-000007.faa	A0A0F4YFL5	37-546	510
3.20.20.70-FF-000007.faa	A0A395GQH0	37-545	509
3.20.20.70-FF-000007.faa	A0A370PSJ8	35-544	510
3.20.20.70-FF-000007.faa	A0A401KEG3	35-544	510
3.20.20.70-FF-000007.faa	A0A3F3RGI4	35-544	510
3.20.20.70-FF-000007.faa	G3XZC6	35-544	510
3.20.20.70-FF-000007.faa	A0A2G7FKN0	36-545	510
3.20.20.70-FF-000007.faa	A0A0F0IL06	36-545	510
3.20.20.70-FF-000007.faa	A2QP46	23-532	510
3.20.20.70-FF-000007.faa	A0A3F3QJ80	35-544	510
3.20.20.70-FF-000007.faa	A1CZ55	36-545	510
3.20.20.70-FF-000007.faa	A0A1V6S0Y3	36-545	510
3.20.20.70-FF-000007.faa	E4ZJX4	35-544	510
3.20.20.70-FF-000007.faa	B2WK80	35-544	510
3.20.20.70-FF-000007.faa	A0A2W1GK17	35-544	510
3.20.20.70-FF-000007.faa	A0A177BWG3	35-547	513
3.20.20.70-FF-000007.faa	W7E6Y4	35-544	510
3.20.20.70-FF-000007.faa	W6ZKS9	35-544	510
3.20.20.70-FF-000007.faa	W6YIA7	35-544	510
3.20.20.70-FF-000007.faa	E3S1S5	35-544	510
3.20.20.70-FF-000007.faa	R0K0Q3	35-544	510
3.20.20.70-FF-000007.faa	N4XPN8	35-544	510
3.20.20.70-FF-000007.faa	M2UAW2	35-544	510
3.20.20.70-FF-000007.faa	A0A163GKR0	35-544	510
3.20.20.70-FF-000007.faa	A0A177DCH0	35-544	510
3.20.20.70-FF-000007.faa	A0A399HQI0	35-544	510
3.20.20.70-FF-000007.faa	M2TL53	35-544	510
3.20.20.70-FF-000007.faa	A0A2T2NIQ1	35-544	510
3.20.20.70-FF-000007.faa	Q0V6E3	35-553	519
3.20.20.70-FF-000007.faa	A0A364N7L8	35-544	510
3.20.20.70-FF-000007.faa	A0A178ACX1	35-544	510
3.20.20.70-FF-000007.faa	A0A178EP96	35-544	510
3.20.20.70-FF-000007.faa	J9VET5	33-543	511
3.20.20.70-FF-000007.faa	E3P6S0	33-543	511
3.20.20.70-FF-000007.faa	A0A226A0Q6	33-543	511
3.20.20.70-FF-000007.faa	A0A226BPC5	33-543	511
3.20.20.70-FF-000007.faa	F5HCM0	33-543	511
3.20.20.70-FF-000007.faa	Q5KP44	33-543	511
3.20.20.70-FF-000007.faa	A0A0D0UK59	33-543	511
3.20.20.70-FF-000007.faa	E3P6S2	33-543	511
3.20.20.70-FF-000007.faa	A0A1E3HC08	37-547	511
3.20.20.70-FF-000007.faa	A0A1E3JHH7	37-547	511
3.20.20.70-FF-000007.faa	A0A1E3JKB2	36-546	511
3.20.20.70-FF-000007.faa	A0A0D0W9K3	33-543	511
3.20.20.70-FF-000007.faa	E6QXP4	33-543	511
3.20.20.70-FF-000007.faa	A0A1E3IM36	37-547	511
3.20.20.70-FF-000007.faa	A0A095C480	33-543	511
3.20.20.70-FF-000007.faa	A0A0D0T8A7	33-543	511
3.20.20.70-FF-000007.faa	A0A0D0YYW1	33-543	511
3.20.20.70-FF-000007.faa	E3P6S3	33-543	511
3.20.20.70-FF-000007.faa	A0A1E3IEH5	36-546	511
3.20.20.70-FF-000007.faa	A0A3D8S8Y2	39-549	511
3.20.20.70-FF-000007.faa	A0A1D9Q2W5	41-549	509
3.20.20.70-FF-000007.faa	A7F2A7	41-549	509
3.20.20.70-FF-000007.faa	A0A2J6TF96	31-539	509
3.20.20.70-FF-000007.faa	A0A2J6RIT4	31-539	509
3.20.20.70-FF-000007.faa	A0A370TF89	39-547	509
3.20.20.70-FF-000007.faa	A0A3E2HB05	38-546	509
3.20.20.70-FF-000007.faa	G2YAW7	41-548	508
3.20.20.70-FF-000007.faa	A0A384JIV4	41-548	508
3.20.20.70-FF-000007.faa	M7U841	41-548	508
3.20.20.70-FF-000007.faa	A0A2S7Q1M6	40-548	509
3.20.20.70-FF-000007.faa	A0A0C3H322	36-544	509
3.20.20.70-FF-000007.faa	A0A1E1MS75	35-543	509
3.20.20.70-FF-000007.faa	A0A1L7WRG0	36-544	509
3.20.20.70-FF-000007.faa	A0A2V1BP73	38-546	509
3.20.20.70-FF-000007.faa	A0A194XXF0	35-543	509
3.20.20.70-FF-000007.faa	A0A2J6PEE4	29-539	511
3.20.20.70-FF-000007.faa	A0A1E1L1Q9	35-543	509
3.20.20.70-FF-000007.faa	A0A1E1KXU6	35-543	509
3.20.20.70-FF-000007.faa	A0A2T3BGD9	18-526	509
3.20.20.70-FF-000007.faa	S3CFN3	36-544	509
3.20.20.70-FF-000007.faa	A0A2Y9J1D7	17-514	498
3.20.20.70-FF-000007.faa	A0A383Z127	17-514	498
3.20.20.70-FF-000007.faa	A0A3B3BMZ6	17-514	498
3.20.20.70-FF-000007.faa	A0A3B3W039	17-514	498
3.20.20.70-FF-000007.faa	A0A2Y9QKX4	17-520	504
3.20.20.70-FF-000007.faa	G5BZV1	17-514	498
3.20.20.70-FF-000007.faa	H0VFS3	17-514	498
3.20.20.70-FF-000007.faa	A0A091CLD3	17-514	498
3.20.20.70-FF-000007.faa	G1PP06	17-514	498
3.20.20.70-FF-000007.faa	H3D3A4	25-522	498
3.20.20.70-FF-000007.faa	A0A0P7U0H5	17-514	498
3.20.20.70-FF-000007.faa	A0A3P8V5N6	17-514	498
3.20.20.70-FF-000007.faa	A0A3Q2FFV4	17-514	498
3.20.20.70-FF-000007.faa	G1R4U5	17-514	498
3.20.20.70-FF-000007.faa	Q7ZYP7	17-514	498
3.20.20.70-FF-000007.faa	A0A2K6GQY2	17-514	498
3.20.20.70-FF-000007.faa	A0A1U7UM06	17-514	498
3.20.20.70-FF-000007.faa	A0A1U7QAV1	17-514	498
3.20.20.70-FF-000007.faa	A0A287BMK8	17-508	492
3.20.20.70-FF-000007.faa	A0A2K6CQN7	17-514	498
3.20.20.70-FF-000007.faa	A0A1V4JIF1	17-514	498
3.20.20.70-FF-000007.faa	L5KUI8	17-514	498
3.20.20.70-FF-000007.faa	A0A3Q0EGT5	17-509	493
3.20.20.70-FF-000007.faa	A0A3Q3MTB2	17-514	498
3.20.20.70-FF-000007.faa	Q3UAT9	17-514	498
3.20.20.70-FF-000007.faa	P24547	17-514	498
3.20.20.70-FF-000007.faa	H2PAS6	17-514	498
3.20.20.70-FF-000007.faa	U3CQ93	17-514	498
3.20.20.70-FF-000007.faa	A0A2K6UUH7	17-514	498
3.20.20.70-FF-000007.faa	A0A3Q0EEE2	17-526	510
3.20.20.70-FF-000007.faa	G3TA60	17-514	498
3.20.20.70-FF-000007.faa	A0A3B4E825	17-509	493
3.20.20.70-FF-000007.faa	B0UXP9	17-514	498
3.20.20.70-FF-000007.faa	M4AY55	17-514	498
3.20.20.70-FF-000007.faa	A0A2U3Z5X2	17-509	493
3.20.20.70-FF-000007.faa	A0A3Q7REL0	17-514	498
3.20.20.70-FF-000007.faa	A0A2Y9N7A2	17-514	498
3.20.20.70-FF-000007.faa	A0A3B4UW22	17-514	498
3.20.20.70-FF-000007.faa	A0A3B4YNY0	17-514	498
3.20.20.70-FF-000007.faa	A0A3B3SV80	17-514	498
3.20.20.70-FF-000007.faa	Q5F4A4	17-514	498
3.20.20.70-FF-000007.faa	A0A340WCG2	17-509	493
3.20.20.70-FF-000007.faa	A0A1S3AEH7	17-509	493
3.20.20.70-FF-000007.faa	A0A2I2YFD6	17-509	493
3.20.20.70-FF-000007.faa	A0A2I3SI59	17-509	493
3.20.20.70-FF-000007.faa	A0A2R9A5Y5	17-509	493
3.20.20.70-FF-000007.faa	A0A340WGT9	17-514	498
3.20.20.70-FF-000007.faa	A0A3P9D2A6	17-514	498
3.20.20.70-FF-000007.faa	A0A3Q2UY33	17-514	498
3.20.20.70-FF-000007.faa	A0A3B3WWD8	17-514	498
3.20.20.70-FF-000007.faa	A0A093GXD7	4-501	498
3.20.20.70-FF-000007.faa	A0A1S3AE86	17-514	498
3.20.20.70-FF-000007.faa	A0A2Y9D6B0	17-514	498
3.20.20.70-FF-000007.faa	A0A2Y9J6H3	17-509	493
3.20.20.70-FF-000007.faa	A0A452RTL5	25-510	486
